feedback_id,campaign_id,feedback_text,sentiment,sentiment_score,issue_category,severity,feedback_source,feedback_date,resolution_status,response_time_hours,customer_segment,channel_of_campaign,repeat_complaint,escalation_required
FB30152,CMP14641,Multiple calls from different executives for same product. Poor coordination!,Negative,-0.13,Poor Timing,High,App Review,2025-07-20,Closed,115.0,HNI Customers,Call Center,False,True
FB30153,CMP17505,General inquiry about the campaign offer.,Neutral,0.04,General Inquiry,Low,Survey,2025-03-28,In Progress,,HNI Customers,Push Notification,True,False
FB30154,CMP13621,Timely SMS about FD rate increase helped me invest at the right time. Thanks!,Positive,0.63,Appreciation,Low,App Review,2024-11-18,Escalated,50.0,Salaried Gen-Z,Email,False,False
FB30155,CMP18983,The credit card upgrade offer was excellent. Enjoying the new benefits!,Positive,0.64,Appreciation,Low,Email,2023-05-27,Open,,Senior Citizens,Email,True,False
FB30156,CMP16542,Campaign said instant approval but waiting for 5 days now. False promise!,Negative,-0.2,Irrelevant Offers,High,App Review,2023-07-17,Open,98.0,First-Time Borrowers,Push Notification,False,True
FB30157,CMP19072,General inquiry about the campaign offer.,Neutral,0.17,General Inquiry,Low,App Review,2024-01-12,In Progress,,Salaried Gen-Z,Call Center,True,False
FB30158,CMP19006,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.3,Unsubscribe Failed,Medium,Social Media,2025-03-02,Closed,83.0,HNI Customers,Call Center,True,False
FB30159,CMP18308,App crashed when I tried to avail the campaign offer. Losing trust!,Negative,-0.09,Unsubscribe Failed,Medium,App Review,2023-07-18,Resolved,157.0,HNI Customers,Email,True,False
FB30160,CMP14864,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Very Negative,-0.38,Privacy Concerns,High,Social Media,2025-09-01,Closed,73.0,NRI Customers,WhatsApp,False,True
FB30161,CMP14077,General inquiry about the campaign offer.,Neutral,0.06,General Inquiry,Low,Call Center,2026-02-24,In Progress,27.0,Retired Professionals,Call Center,False,False
FB30162,CMP11865,The credit card upgrade offer was excellent. Enjoying the new benefits!,Positive,0.49,Appreciation,Low,Survey,2024-10-23,Closed,,IT Professionals,Email,False,False
FB30163,CMP18434,Your WhatsApp banking is very convenient. Love the quick response!,Positive,0.39,Appreciation,Low,Call Center,2023-06-22,Resolved,76.0,Salaried Millennials,Push Notification,False,False
FB30164,CMP13994,The credit card offer was not as mentioned. Hidden charges everywhere!,Negative,-0.22,App Issues,High,Social Media,2023-11-26,Open,13.0,Women Professionals,Email,False,True
FB30165,CMP10898,General inquiry about the campaign offer.,Neutral,0.0,General Inquiry,Low,Branch,2025-10-26,Escalated,28.0,Retired Professionals,SMS,False,False
FB30166,CMP18377,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.02,Service Delay,High,Email,2025-04-11,Open,,Salaried Gen-Z,Push Notification,False,True
FB30167,CMP12897,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Very Negative,-0.49,Privacy Concerns,Low,App Review,2025-12-26,In Progress,65.0,IT Professionals,Email,False,False
FB30168,CMP17068,Your executive called me during office hours for loan offer. Very unprofessional!,Negative,-0.27,Misleading Information,Medium,App Review,2026-03-30,In Progress,36.0,Women Professionals,Email,False,False
FB30169,CMP10266,Credit limit mentioned in message doesn't match my actual approved limit.,Very Negative,-0.9,Poor Timing,Critical,Chatbot,2025-03-05,Escalated,139.0,NRI Customers,WhatsApp,False,True
FB30170,CMP18404,The offer expired but I still received promotional SMS for it. Waste of time!,Negative,-0.28,Wrong Customer Details,Medium,Branch,2023-08-04,Resolved,,Healthcare Workers,Email,False,False
FB30171,CMP11007,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.26,Spam/Excessive Messages,Medium,Call Center,2023-11-10,Open,,HNI Customers,Email,True,False
FB30172,CMP13324,Received personalized offer matching my needs. Good targeting!,Positive,0.57,Appreciation,Low,Survey,2026-02-16,In Progress,15.0,SMB Owners,Email,False,False
FB30173,CMP12571,Received personalized offer matching my needs. Good targeting!,Positive,0.69,Appreciation,Low,Social Media,2024-07-03,In Progress,168.0,High-Value Transactors,Email,False,False
FB30174,CMP18513,App crashed when I tried to avail the campaign offer. Losing trust!,Negative,-0.09,App Issues,Medium,Branch,2025-06-15,In Progress,101.0,Existing Loan Customers,WhatsApp,True,False
FB30175,CMP10222,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.24,Privacy Concerns,Medium,Social Media,2024-06-13,Escalated,,SMB Owners,Call Center,False,False
FB30176,CMP14704,General inquiry about the campaign offer.,Neutral,0.06,General Inquiry,Low,Survey,2023-09-30,Escalated,85.0,Senior Citizens,Push Notification,False,False
FB30177,CMP17431,Promotional message language was different from my preference. Update records!,Very Negative,-0.7,Unsubscribe Failed,Critical,Survey,2023-11-12,Closed,,Salaried Gen-Z,Call Center,True,True
FB30178,CMP15101,The offer mentioned in SMS is not applicable to my account. Misleading information!,Negative,-0.15,Privacy Concerns,Medium,App Review,2024-05-30,Escalated,69.0,Existing Loan Customers,SMS,False,False
FB30179,CMP18918,General inquiry about the campaign offer.,Neutral,0.13,General Inquiry,Low,Social Media,2024-02-09,In Progress,21.0,Salaried Millennials,Push Notification,True,False
FB30180,CMP10445,Multiple calls from different executives for same product. Poor coordination!,Negative,-0.11,Spam/Excessive Messages,High,Call Center,2023-03-14,In Progress,101.0,Healthcare Workers,Email,True,True
FB30181,CMP18689,Your WhatsApp banking is very convenient. Love the quick response!,Positive,0.85,Appreciation,Low,Survey,2026-01-30,Closed,147.0,IT Professionals,SMS,True,False
FB30182,CMP15235,General inquiry about the campaign offer.,Neutral,0.26,General Inquiry,Low,Branch,2025-01-06,Resolved,1.0,Dormant Account Holders,Email,False,False
FB30183,CMP12990,The EMI calculator in campaign shows different amount than actual EMI.,Negative,-0.05,Privacy Concerns,High,Survey,2025-10-09,Open,44.0,IT Professionals,Call Center,True,True
FB30184,CMP11693,General inquiry about the campaign offer.,Neutral,0.21,General Inquiry,Low,Call Center,2025-06-16,Open,161.0,Salaried Millennials,Push Notification,True,False
FB30185,CMP13497,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.2,Unclear Terms,High,Survey,2025-07-01,In Progress,22.0,Premium Card Holders,SMS,False,True
FB30186,CMP17478,Campaign offer was exactly as mentioned. No hidden charges. Trustworthy!,Positive,0.54,Appreciation,Low,Call Center,2023-05-23,Open,132.0,Existing Loan Customers,Call Center,False,False
FB30187,CMP13607,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.1,Privacy Concerns,Critical,Survey,2024-04-16,Resolved,55.0,Healthcare Workers,Call Center,False,True
FB30188,CMP17472,Your WhatsApp Business messages are too frequent. Considering blocking!,Negative,-0.05,Unclear Terms,Medium,Email,2023-10-17,Closed,106.0,Healthcare Workers,WhatsApp,False,False
FB30189,CMP15327,Credit limit mentioned in message doesn't match my actual approved limit.,Negative,-0.0,Poor Timing,Critical,Social Media,2025-10-20,Escalated,112.0,Healthcare Workers,SMS,False,True
FB30190,CMP16175,Your campaign mentioned free insurance but it had premium after first year.,Very Negative,-0.4,Hidden Charges,Critical,App Review,2025-03-10,In Progress,3.0,Government Employees,Email,False,True
FB30191,CMP13419,The cashback promised in campaign never got credited. Follow up required.,Negative,-0.06,Privacy Concerns,Low,Call Center,2024-01-19,In Progress,74.0,Mass Affluent,WhatsApp,False,False
FB30192,CMP14321,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Negative,-0.07,Unclear Terms,Medium,Email,2023-05-27,Resolved,62.0,Salaried Millennials,Push Notification,True,False
FB30193,CMP11972,I opted out of marketing communications but still getting WhatsApp promotions.,Very Negative,-0.57,Irrelevant Offers,Medium,Chatbot,2023-10-10,Resolved,164.0,Women Professionals,Call Center,False,False
FB30194,CMP14716,Loan processing fee was higher than mentioned in campaign. Please clarify!,Negative,-0.27,Technical Issues,Medium,Survey,2023-11-03,Resolved,,Retired Professionals,SMS,False,False
FB30195,CMP14946,The offer expired but I still received promotional SMS for it. Waste of time!,Negative,-0.25,Wrong Customer Details,High,Chatbot,2023-06-27,Closed,65.0,NRI Customers,Email,True,True
FB30196,CMP14440,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Very Negative,-0.97,Unsubscribe Failed,Critical,Survey,2025-05-22,Resolved,55.0,NRI Customers,Call Center,False,True
FB30197,CMP19449,Campaign offer was exactly as mentioned. No hidden charges. Trustworthy!,Positive,0.44,Appreciation,Low,Chatbot,2023-11-20,Closed,43.0,Low-Balance Customers,Push Notification,True,False
FB30198,CMP11466,Your app showed pre-approved loan but branch rejected. False advertising!,Very Negative,-0.81,Hidden Charges,High,App Review,2023-08-04,Closed,88.0,Mass Affluent,Call Center,False,True
FB30199,CMP17912,Received personalized offer matching my needs. Good targeting!,Positive,0.94,Appreciation,Low,Email,2024-01-27,Escalated,64.0,Students,WhatsApp,False,False
FB30200,CMP13977,I opted out of marketing communications but still getting WhatsApp promotions.,Negative,-0.09,Privacy Concerns,Medium,Branch,2024-04-12,Escalated,3.0,Salaried Millennials,SMS,False,False
FB30201,CMP18430,General inquiry about the campaign offer.,Neutral,0.17,General Inquiry,Low,Email,2025-01-10,Escalated,3.0,HNI Customers,Push Notification,False,False
FB30202,CMP13596,General inquiry about the campaign offer.,Neutral,0.02,General Inquiry,Low,Email,2025-01-31,Escalated,,Healthcare Workers,Call Center,False,False
FB30203,CMP14492,General inquiry about the campaign offer.,Neutral,0.0,General Inquiry,Low,Survey,2026-03-03,Closed,49.0,HNI Customers,WhatsApp,True,False
FB30204,CMP13302,The credit card upgrade offer was excellent. Enjoying the new benefits!,Positive,0.71,Appreciation,Low,Email,2025-11-07,In Progress,139.0,IT Professionals,SMS,False,False
FB30205,CMP18194,The offer mentioned in SMS is not applicable to my account. Misleading information!,Negative,-0.25,Unclear Terms,High,Chatbot,2025-12-26,In Progress,26.0,Self-Employed,SMS,False,True
FB30206,CMP11208,Your WhatsApp banking is very convenient. Love the quick response!,Positive,0.37,Appreciation,Low,Social Media,2024-11-16,Open,,HNI Customers,Email,False,False
FB30207,CMP10806,The app notification for bill payment reminder was helpful. Avoided late fee!,Positive,0.82,Appreciation,Low,App Review,2025-11-30,Open,61.0,Salaried Gen-Z,SMS,False,False
FB30208,CMP18146,The offer expired but I still received promotional SMS for it. Waste of time!,Very Negative,-0.81,Unclear Terms,Medium,App Review,2024-08-21,In Progress,,Dormant Account Holders,Call Center,False,False
FB30209,CMP11920,Credit limit mentioned in message doesn't match my actual approved limit.,Negative,-0.05,Privacy Concerns,Medium,Social Media,2024-05-03,Open,139.0,HNI Customers,Call Center,True,False
FB30210,CMP10731,The offer expired but I still received promotional SMS for it. Waste of time!,Negative,-0.11,Service Delay,High,Social Media,2025-06-01,Closed,104.0,Healthcare Workers,Email,False,True
FB30211,CMP12163,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Negative,-0.09,Aggressive Sales,Low,Survey,2025-02-13,Escalated,145.0,Government Employees,WhatsApp,True,False
FB30212,CMP11067,Received personalized offer matching my needs. Good targeting!,Positive,0.79,Appreciation,Low,Branch,2024-05-18,Open,,SMB Owners,Email,True,False
FB30213,CMP17788,Great offer on personal loan! Applied and got approval within hours. Impressed!,Positive,0.96,Appreciation,Low,App Review,2026-04-30,Open,91.0,Mass Affluent,SMS,False,False
FB30214,CMP19081,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Very Negative,-0.94,Privacy Concerns,Critical,Chatbot,2024-11-26,Closed,16.0,Self-Employed,Email,True,True
FB30215,CMP15793,The interest rate in SMS was different from what your branch quoted. Cheating!,Very Negative,-0.61,Unsubscribe Failed,High,Chatbot,2024-07-04,In Progress,,Self-Employed,Email,False,True
FB30216,CMP19982,Promotional message language was different from my preference. Update records!,Very Negative,-0.46,Technical Issues,Critical,Branch,2023-04-29,Closed,20.0,IT Professionals,SMS,False,True
FB30217,CMP10012,Received 5 promotional messages today alone. This is harassment!,Negative,-0.25,Technical Issues,Medium,Social Media,2025-04-24,Escalated,139.0,Government Employees,Call Center,False,False
FB30218,CMP14287,The offer expired but I still received promotional SMS for it. Waste of time!,Very Negative,-0.96,Service Delay,Medium,Branch,2023-12-17,Resolved,63.0,Government Employees,SMS,False,False
FB30219,CMP16555,The offer expired but I still received promotional SMS for it. Waste of time!,Negative,-0.19,Service Delay,Low,Survey,2023-04-14,Closed,,Mass Affluent,Email,True,False
FB30220,CMP13425,I opted out of marketing communications but still getting WhatsApp promotions.,Negative,-0.04,Irrelevant Offers,Medium,Branch,2024-10-13,Closed,1.0,Dormant Account Holders,Call Center,False,False
FB30221,CMP11293,The credit card offer was not as mentioned. Hidden charges everywhere!,Very Negative,-0.72,Aggressive Sales,Low,Chatbot,2025-06-25,Closed,146.0,Self-Employed,SMS,False,False
FB30222,CMP13906,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Very Negative,-0.76,Hidden Charges,Medium,App Review,2025-11-16,Open,123.0,Existing Loan Customers,Push Notification,False,False
FB30223,CMP16068,General inquiry about the campaign offer.,Neutral,0.15,General Inquiry,Low,Social Media,2025-11-29,Open,121.0,Dormant Account Holders,Push Notification,True,False
FB30224,CMP10127,Your app showed pre-approved loan but branch rejected. False advertising!,Negative,-0.01,Misleading Information,Medium,Call Center,2023-11-02,Resolved,137.0,Students,Email,True,False
FB30225,CMP17173,The festive offer on home loan saved me a lot on processing fees. Happy customer!,Positive,0.63,Appreciation,Low,Branch,2026-01-29,Closed,146.0,SMB Owners,WhatsApp,False,False
FB30226,CMP10503,The interest rate in SMS was different from what your branch quoted. Cheating!,Negative,-0.24,Unclear Terms,Medium,Branch,2023-08-24,Closed,,Students,Email,False,False
FB30227,CMP12829,General inquiry about the campaign offer.,Neutral,0.04,General Inquiry,Low,Chatbot,2023-10-05,In Progress,163.0,Retired Professionals,WhatsApp,False,False
FB30228,CMP18205,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Negative,-0.12,Service Delay,Low,Email,2023-01-09,Escalated,,HNI Customers,Call Center,False,False
